"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","modo","gostou","data_curtida","n_reproducao","id_cliente"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,122.947852574826,-6.88649782685587,70.7520283292541,0,200884,2016,"F",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99.8340280018681,-6.79496099599015,17.0888511881712,78.7805823694864,185089,2001,"g",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,112.563597414589,-5.93785788229214,66.2233665615136,0,192771,2017,"g",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,87.9122409563828,-7.88158927722437,86.7470547050745,0,203338,2021,"A",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,100.082449519693,-6.37491950688793,62.9881135480961,0,151667,2019,"g",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99.0372357411938,-8.06709782725704,73.359443599744,24.6043299813665,296527,2001,"C",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,118.752463788941,-5.1496552033015,61.6057115483828,0,174985,2019,"c",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,95.9429796399994,-7.75052471928933,77.0709646028384,0,152844,2016,"D",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111.864726434281,-8.61378744924893,64.8555145451005,0,160291,1994,"a",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105.374552421924,-8.73504455554287,78.5733268752762,0,236354,2015,"A#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,111.946006971466,-7.07641354178784,76.1887683390794,0,187144,2021,"d#",TRUE,"2021-07-29",6,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89.880366794211,-9.41851861381446,70.4115513840062,0,264400,2012,"g#",TRUE,"2021-07-29",4,"#ID4940"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,121.838414383491,-5.54457855200223,62.347262832309,0,260505,2009,"G",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,110.236047415296,-11.3026517969971,68.9387393909028,0,246653,2003,"f",TRUE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,106.225658624566,-6.83486327190145,16.6190182564963,93.1453781689437,191361,2014,"N/A",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,128.019532439138,-9.45403136467682,66.7845548246936,27.3423449397101,403295,1985,"F#",TRUE,"2021-07-29",6,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,97.3335684063371,-7.84984720876732,26.8776968764915,64.0131746191725,241334,2013,"a#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120.873094397352,-7.78947752786043,76.5272173289832,0,165958,2015,"G",FALSE,"2021-07-29",5,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,110.5070760252,-7.1599204529724,21.8033464971213,75.1359159201957,324428,2014,"f",FALSE,"2021-07-29",3,"#ID4940"
"Nenhuma",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,107.47633831342,-5.4477395541781,84.0702421258722,0,244405,2010,"D",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,81.7518403692445,-19.2230837600497,0,0,304618,2002,"N/A",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,125.101356757487,-12.0326835909738,32.1262958550195,0,467989,1968,"A#",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.0434940507036,-6.86051311060504,75.8374351796879,0,195168,2018,"D#",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,67.0554416810571,-6.98351557510094,72.8725629327942,16.4912064688718,322790,2017,"d#",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,83.2518727234111,-7.9044931724138,17.3732015261565,58.6317891813176,297166,2011,"g#",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74.6395143051751,-7.05781079037687,69.4025032679688,0,140246,2015,"G",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108.238305313418,-9.54989620314547,76.2543822251469,0,173997,2020,"G#",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,160.676665595833,-5.49788537440753,56.7857433641631,0,177819,2019,"D",TRUE,"2021-07-29",3,"#ID4940"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,102.361151790041,-7.7863423725232,71.2025079842036,16.8476460019035,170890,2009,"g#",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,84.9750911117262,-11.8176285592199,67.3705336183585,0,214421,2020,"D#",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,151.997512958212,-8.97906775256818,76.7461010773901,0,169523,2007,"c",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,123.359021953946,-6.32526203834534,64.9318418623746,44.5235861105464,275888,1992,"D#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,114.681716218545,-8.31664140276021,45.1834919342986,0,345995,2003,"F",TRUE,"2021-07-29",5,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,114.06227292393,-7.50111643535512,68.9081403383297,0,175133,2021,"d",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,119.761795682792,-12.5959911101976,56.1944585990277,0,315918,1996,"G#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96.7737547433318,-14.4498737799342,70.1975940945013,0,196510,2016,"D#",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91.6470653514513,-9.85529237636684,75.1813801758644,0,209569,2015,"a",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.886616431286,-8.86777786132235,73.7718884416561,0,178536,2018,"G",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.5510198919865,-6.44095133680351,79.3407924068826,0,188936,2016,"a",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,118.249411509407,-9.9523877901562,47.7594715597598,0,181702,1982,"F",TRUE,"2021-07-29",2,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,116.245449443612,-7.41612970908956,80.8668105174167,20.0856177593385,172468,2004,"A",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,102.361917951433,-7.76769522148708,14.1678091809924,76.6471302264095,202394,1998,"g#",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101.894668154517,-10.7782369197267,71.3897991928545,0,228026,1995,"D#",TRUE,"2021-07-29",1,"#ID4940"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,104.365425754825,-6.65643299756002,79.2210110736593,19.1721547466722,357973,2014,"D",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76.9199302371225,-9.05861787241957,67.7715363113808,0,211538,2016,"D#",TRUE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105.846314967447,-7.74042301790357,78.6553712700559,0,246524,1991,"F",TRUE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,73.8042245588208,-7.1612957327824,80.8615991001478,0,207185,2020,"N/A",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,100.856677719457,-6.48490054586681,81.8758137499014,0,210689,2013,"d#",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,131.275458553651,-7.30174341183849,78.7385270214296,0,295585,1979,"D",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,93.9382030648196,-8.82564189304014,68.8690042222715,0,232410,2007,"g",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,105.818959829058,-9.43115126016983,18.501469850158,46.8145290774223,254230,2016,"N/A",TRUE,"2021-07-29",9,"#ID4940"
